State,Description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
TENNESSEE,  Total employment (number of jobs),1.7,1.8,-1.1,-0.4,0.7,2.2,1.8,2.0,1.6,-0.7,-4.2,-0.2,2.1,1.3,1.5,2.3,2.3,2.4,2.1,2.2,1.2,-1.2,4.4,4.8,(NA)
TEXAS,  Real GDP (millions of chained 2017 dollars) 1,4.0,3.4,3.1,2.2,0.9,5.6,2.9,7.1,5.2,-0.1,-0.1,2.9,3.6,5.0,5.1,3.2,4.8,0.0,2.0,4.8,3.2,-1.7,5.7,2.7,5.7
TEXAS,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.0,3.5,7.5,3.6,0.9,5.3,1.9,-1.1,6.1,4.4,2.7,3.4,7.0,-0.5,(NA)
TEXAS,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.6,2.3,4.1,2.1,2.5,4.2,4.2,2.7,3.8,2.3,1.7,-0.8,10.1,4.0,(NA)
TEXAS,  Gross domestic product (GDP),5.4,8.6,5.1,2.1,5.6,9.6,9.0,10.4,8.2,4.6,-5.9,6.5,7.7,5.8,6.8,4.3,-0.4,-0.2,5.3,8.4,2.9,-3.3,16.1,15.1,6.7
TEXAS,  Personal income,5.6,8.8,6.6,1.3,4.0,4.7,8.4,9.6,6.2,10.2,-4.6,6.3,9.5,6.3,2.7,7.1,1.9,-0.4,7.2,7.0,5.0,4.9,11.1,5.0,6.2
TEXAS,  Disposable personal income,5.7,8.2,7.3,3.8,5.0,5.0,7.1,8.9,5.9,9.5,-1.3,6.0,8.1,6.4,1.8,6.8,1.7,0.4,6.5,8.3,4.6,5.5,10.0,3.5,8.3
TEXAS,  Personal consumption expenditures,7.5,8.6,5.6,3.6,4.8,6.3,7.8,6.7,6.2,4.5,0.0,5.1,6.0,4.8,4.3,6.0,4.2,3.6,4.9,4.8,3.9,0.6,14.2,9.7,(NA)
TEXAS,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.9,1.7,5.8,1.9,-0.5,3.5,0.0,-2.7,4.7,3.3,1.5,2.1,5.8,-2.1,(NA)
TEXAS,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.4,0.5,2.5,0.5,1.0,2.3,2.3,1.2,2.5,1.2,0.5,-2.1,8.9,2.4,(NA)
TEXAS,  Per capita personal income 6,3.6,6.8,4.8,-0.4,2.4,3.1,6.6,6.9,4.1,8.0,-6.5,4.5,7.8,4.6,1.2,5.3,0.0,-1.9,5.8,5.8,3.7,3.5,9.9,3.4,4.5
TEXAS,  Per capita disposable personal income 7,3.6,6.2,5.5,2.0,3.3,3.3,5.3,6.2,3.8,7.3,-3.3,4.1,6.4,4.6,0.3,4.9,-0.1,-1.1,5.1,7.1,3.4,4.1,8.8,1.8,6.6
TEXAS,  Per capita personal consumption expenditures (PCE) 8,5.4,6.6,3.8,1.8,3.2,4.6,5.9,4.0,4.1,2.5,-2.0,3.3,4.4,3.1,2.8,4.1,2.4,2.0,3.6,3.6,2.7,-0.7,13.0,8.0,(NA)
TEXAS,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.3,1.0,-0.7,0.7,0.4,0.3,-0.1,-0.2,-0.7,0.4,0.7,0.4,-0.4,-0.9,(NA)
TEXAS,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.6,2.8,1.8,2.6,1.7,1.7,0.0,0.8,1.1,2.4,2.2,1.5,3.8,5.5,(NA)
TEXAS,  Total employment (number of jobs),1.9,3.2,1.2,0.1,0.7,1.7,3.3,3.8,3.8,2.6,-1.1,0.4,2.9,2.8,2.9,3.0,2.6,1.6,2.5,2.9,1.7,-1.1,4.9,5.8,(NA)
UTAH,  Real GDP (millions of chained 2017 dollars) 1,4.3,3.6,1.6,2.6,1.9,6.2,6.4,7.7,4.9,-0.1,-2.0,2.1,3.4,1.7,3.1,3.5,3.6,4.6,5.9,5.8,5.8,1.1,7.8,1.9,2.5
UTAH,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-6.4,3.8,2.5,4.8,2.6,5.0,7.9,5.4,2.8,8.3,4.7,10.3,8.3,-0.8,(NA)
UTAH,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.3,3.6,-0.4,3.5,3.6,5.2,4.9,6.0,2.8,8.1,2.9,3.9,12.8,4.6,(NA)
UTAH,  Gross domestic product (GDP),6.0,6.5,4.3,4.4,4.2,9.1,10.1,11.8,7.9,1.5,-2.7,3.9,5.8,3.4,4.6,5.4,5.0,6.4,8.0,8.6,7.8,2.2,12.9,10.4,6.3
UTAH,  Personal income,5.3,7.0,4.7,3.0,3.9,6.6,9.1,11.2,8.9,5.2,-3.7,2.7,7.8,6.3,3.0,5.7,7.7,5.7,6.3,7.5,7.6,9.2,12.1,5.5,6.8
UTAH,  Disposable personal income,5.2,7.0,5.4,5.2,4.7,6.8,7.4,10.4,8.4,6.5,-1.7,2.9,6.9,5.9,2.1,5.6,7.2,5.4,6.7,7.6,7.1,8.9,10.5,4.1,9.7
UTAH,  Personal consumption expenditures,5.7,7.5,4.6,4.9,5.4,8.1,8.2,8.6,8.1,3.8,-1.6,2.5,4.8,5.0,4.1,6.0,4.8,6.5,6.4,7.3,5.7,2.9,16.6,11.3,(NA)
UTAH,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-8.5,1.8,0.9,3.2,0.9,3.4,6.2,3.2,0.7,6.4,3.0,8.6,6.5,-2.1,(NA)
UTAH,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-6.4,1.6,-1.9,1.9,1.9,3.7,3.2,3.8,0.8,6.2,1.2,2.3,10.9,3.4,(NA)
UTAH,  Per capita personal income 6,3.5,5.1,2.9,1.2,2.3,4.8,6.6,8.2,5.8,2.6,-5.9,0.8,6.2,4.7,1.4,4.2,6.0,3.5,4.2,5.6,5.9,7.5,10.2,4.2,5.7
UTAH,  Per capita disposable personal income 7,3.4,5.0,3.6,3.4,3.1,5.0,4.9,7.4,5.4,3.9,-3.9,0.9,5.3,4.3,0.5,4.0,5.5,3.2,4.6,5.8,5.4,7.2,8.6,2.8,8.6
UTAH,  Per capita personal consumption expenditures (PCE) 8,3.9,5.5,2.8,3.1,3.8,6.2,5.7,5.6,5.1,1.3,-3.8,0.6,3.2,3.4,2.4,4.4,3.1,4.3,4.2,5.4,4.0,1.3,14.7,9.9,(NA)
UTAH,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),3.2,-2.7,2.6,-0.4,-0.9,-0.7,-0.3,-0.6,1.7,-2.8,1.3,-2.0,-0.7,-0.1,(NA)
UTAH,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.9,-1.0,5.2,1.5,0.5,0.7,-0.1,0.4,3.5,-0.8,2.8,-1.0,3.4,6.3,(NA)
UTAH,  Total employment (number of jobs),2.2,3.2,0.8,0.3,0.8,3.4,4.4,5.0,5.3,0.7,-3.2,-0.8,2.7,2.5,2.8,2.9,3.4,3.6,3.2,3.7,1.6,1.6,5.4,5.2,(NA)
VERMONT,  Real GDP (millions of chained 2017 dollars) 1,5.8,5.4,3.4,3.3,3.9,5.2,1.0,0.5,-0.4,3.0,-2.0,4.5,2.5,0.7,-1.3,1.1,0.6,0.8,0.9,0.7,1.2,-2.7,4.8,2.2,1.3
VERMONT,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.4,3.4,3.8,0.0,-0.4,4.8,0.7,2.5,-1.0,1.7,4.3,3.3,5.6,-5.7,(NA)
VERMONT,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.5,3.7,2.9,-0.2,0.3,4.4,-0.9,1.9,-0.6,3.6,1.4,-5.4,8.6,-0.2,(NA)
VERMONT,  Gross domestic product (GDP),6.9,6.8,5.3,4.7,5.0,7.4,3.4,3.1,2.1,4.5,0.3,4.8,3.9,2.7,0.5,3.0,2.6,2.2,2.4,2.7,3.4,-0.5,9.1,8.6,5.6
VERMONT,  Personal income,5.6,8.3,6.3,2.1,3.9,5.5,2.0,6.2,5.5,5.8,-0.9,3.1,6.0,2.7,1.3,3.7,2.9,1.6,2.9,3.6,5.2,7.0,6.3,3.0,5.5
VERMONT,  Disposable personal income,5.5,7.8,7.1,3.9,5.3,5.7,0.8,5.5,5.0,6.4,1.8,3.0,4.7,3.0,0.3,3.5,2.6,1.4,3.0,4.1,4.6,7.6,4.4,1.6,8.1
VERMONT,  Personal consumption expenditures,7.0,7.6,5.9,4.7,5.9,6.1,5.8,4.5,4.1,3.3,0.0,3.4,5.1,2.5,2.0,3.3,1.4,1.0,3.3,5.5,2.2,-2.0,9.2,8.9,(NA)
VERMONT,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.5,3.1,3.2,-0.2,-0.8,4.6,0.3,2.4,-1.4,1.4,4.1,3.2,4.9,-5.7,(NA)
VERMONT,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.6,3.5,2.3,-0.4,-0.1,4.3,-1.2,1.8,-1.0,3.3,1.2,-5.6,7.9,-0.2,(NA)
VERMONT,  Per capita personal income 6,4.9,7.4,5.9,1.6,3.5,5.2,1.8,5.9,5.4,5.6,-1.0,2.8,5.5,2.5,1.0,3.5,2.6,1.5,2.4,3.4,5.0,6.9,5.6,3.0,5.4
VERMONT,  Per capita disposable personal income 7,4.7,7.0,6.6,3.4,4.9,5.4,0.6,5.3,4.9,6.3,1.7,2.7,4.2,2.8,0.0,3.3,2.3,1.3,2.6,3.9,4.4,7.4,3.8,1.6,8.0
VERMONT,  Per capita personal consumption expenditures (PCE) 8,6.3,6.7,5.5,4.2,5.4,5.8,5.6,4.2,4.0,3.2,-0.1,3.2,4.6,2.3,1.7,3.2,1.1,1.0,2.8,5.3,2.0,-2.1,8.5,8.9,(NA)
VERMONT,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.8,-2.1,-0.4,0.8,0.4,-2.4,2.1,-1.8,2.1,-0.2,-0.7,2.6,-3.4,2.5,(NA)
VERMONT,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.5,-0.3,2.2,2.7,1.8,-1.0,2.3,-0.8,3.9,1.9,0.8,3.7,0.6,9.1,(NA)
VERMONT,  Total employment (number of jobs),2.3,2.9,0.7,0.4,0.1,1.7,1.0,0.9,1.0,-0.2,-2.4,-0.2,0.9,1.2,0.7,0.9,0.8,0.3,0.5,0.4,-1.0,-5.6,2.9,3.6,(NA)
VIRGINIA,  Real GDP (millions of chained 2017 dollars) 1,5.2,4.6,3.6,1.0,3.7,4.3,4.8,2.1,1.4,1.0,-0.4,3.4,0.8,0.7,1.2,0.0,2.1,1.2,2.0,2.4,2.5,-1.3,5.4,2.5,2.4
VIRGINIA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.6,1.3,3.3,3.3,-3.2,2.7,4.1,2.5,3.8,0.9,5.1,3.8,3.2,-2.7,(NA)
VIRGINIA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.2,1.2,1.3,1.9,-0.1,1.7,1.9,2.4,2.8,1.5,3.5,-3.2,6.3,2.4,(NA)
VIRGINIA,  Gross domestic product (GDP),7.6,7.4,6.3,3.2,5.5,6.7,7.7,5.3,4.0,2.7,1.9,3.8,1.9,2.6,2.7,1.9,4.3,2.8,3.2,4.3,4.6,0.5,8.6,8.0,6.6
VIRGINIA,  Personal income,7.1,8.3,5.4,2.9,6.0,6.9,6.5,6.7,5.5,4.2,-1.7,4.4,5.7,4.3,-0.9,4.0,4.4,2.7,4.0,3.8,4.6,5.8,9.0,3.5,6.0
VIRGINIA,  Disposable personal income,6.2,8.4,5.6,5.6,7.0,7.2,5.4,6.2,5.2,4.3,0.9,4.1,4.5,4.8,-2.0,3.9,3.8,2.7,4.1,4.1,4.1,6.6,7.4,1.8,9.0
VIRGINIA,  Personal consumption expenditures,8.1,8.2,5.0,5.4,6.3,7.9,7.7,6.1,5.2,3.7,-0.9,4.2,3.6,2.9,2.3,3.1,2.2,2.6,3.0,4.3,3.0,-1.3,12.1,8.8,(NA)
VIRGINIA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.8,0.1,2.3,2.1,-4.0,1.9,3.4,1.8,3.1,0.4,4.4,3.3,3.0,-3.0,(NA)
VIRGINIA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.0,-0.1,0.3,0.8,-1.0,0.9,1.2,1.7,2.1,0.9,2.9,-3.7,6.0,2.1,(NA)
VIRGINIA,  Per capita personal income 6,5.6,6.7,4.0,1.6,4.8,5.3,5.1,5.3,4.4,3.1,-2.8,3.1,4.7,3.1,-1.7,3.2,3.7,2.0,3.3,3.2,4.0,5.3,8.7,3.3,5.6
VIRGINIA,  Per capita disposable personal income 7,4.7,6.8,4.3,4.3,5.8,5.6,4.0,4.8,4.1,3.2,-0.3,2.8,3.4,3.6,-2.9,3.1,3.1,2.0,3.4,3.6,3.5,6.1,7.2,1.6,8.6
VIRGINIA,  Per capita personal consumption expenditures (PCE) 8,6.6,6.6,3.7,4.1,5.1,6.3,6.3,4.7,4.1,2.6,-2.0,2.9,2.6,1.8,1.4,2.3,1.5,2.0,2.3,3.8,2.4,-1.7,11.9,8.4,(NA)
VIRGINIA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.8,1.2,-0.2,-0.9,1.0,-0.1,0.1,-0.8,-1.5,0.7,-1.9,0.9,1.3,-0.2,(NA)
VIRGINIA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.0,3.0,2.3,1.0,2.4,1.3,0.3,0.2,0.2,2.8,-0.5,2.0,5.5,6.3,(NA)
VIRGINIA,  Total employment (number of jobs),2.2,3.2,0.4,0.1,1.0,2.7,2.5,1.7,1.8,0.0,-2.3,-0.3,1.3,1.1,0.9,1.1,2.2,1.9,1.4,1.3,0.6,-2.0,3.2,3.8,(NA)
WASHINGTON,  Real GDP (millions of chained 2017 dollars) 1,7.6,1.0,-2.5,1.3,1.8,2.4,6.8,3.8,5.9,1.7,-2.6,3.2,2.0,3.6,3.1,3.8,4.5,4.0,6.3,6.6,4.8,0.2,6.8,1.6,4.8
WASHINGTON,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.8,2.9,2.8,6.2,0.6,4.4,5.3,3.3,2.8,4.9,4.9,7.1,4.4,-5.0,(NA)
WASHINGTON,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.0,3.3,1.4,2.4,2.5,2.1,3.7,2.9,2.5,4.4,1.9,-1.9,7.5,1.5,(NA)
WASHINGTON,  Gross domestic product (GDP),9.8,3.4,0.2,3.2,3.7,5.0,9.7,7.1,8.8,3.1,-0.7,3.9,3.8,5.5,4.7,5.5,6.3,4.7,7.6,8.2,6.8,2.1,10.8,7.2,8.6
WASHINGTON,  Personal income,6.2,6.9,2.7,1.8,4.0,7.3,3.8,8.8,8.5,5.3,-4.0,2.7,6.0,7.4,1.9,7.3,5.9,5.6,6.5,6.8,7.2,7.9,9.9,2.1,6.1
WASHINGTON,  Disposable personal income,4.4,7.7,4.5,4.3,5.1,8.0,2.6,8.0,7.8,6.2,-1.6,2.3,4.6,7.7,0.7,7.0,5.2,5.1,6.8,7.3,7.0,8.2,8.3,0.2,8.8
WASHINGTON,  Personal consumption expenditures,7.5,7.8,3.1,3.7,5.6,6.7,6.6,7.2,6.0,4.5,-1.2,3.2,4.6,3.6,3.8,5.0,4.3,5.1,6.2,6.2,4.2,-1.0,13.1,9.1,(NA)
WASHINGTON,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.3,1.7,1.4,5.0,-0.4,3.0,3.6,1.4,1.0,3.5,3.6,5.9,4.2,-5.6,(NA)
WASHINGTON,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.5,2.2,0.2,1.3,1.5,0.8,2.1,0.9,0.7,3.0,0.7,-3.0,7.3,0.9,(NA)
WASHINGTON,  Per capita personal income 6,4.9,5.7,1.4,0.7,3.1,6.0,2.5,6.8,7.0,3.7,-5.5,1.6,4.6,6.3,0.8,5.9,4.3,3.6,4.6,5.3,6.0,6.7,9.6,1.6,5.7
WASHINGTON,  Per capita disposable personal income 7,3.1,6.5,3.2,3.1,4.2,6.7,1.3,6.1,6.3,4.6,-3.1,1.1,3.2,6.5,-0.3,5.6,3.5,3.2,4.9,5.9,5.7,7.0,8.1,-0.3,8.4
WASHINGTON,  Per capita personal consumption expenditures (PCE) 8,6.2,6.5,1.8,2.5,4.8,5.4,5.3,5.3,4.5,2.9,-2.7,2.0,3.3,2.5,2.8,3.6,2.7,3.2,4.3,4.8,3.0,-2.1,12.9,8.5,(NA)
WASHINGTON,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.1,-1.9,0.6,-0.7,-0.1,1.4,0.5,1.2,1.8,-0.3,0.8,-0.2,1.0,0.9,(NA)
WASHINGTON,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.2,-0.2,3.1,1.2,1.3,2.8,0.6,2.2,3.6,1.7,2.3,0.9,5.2,7.5,(NA)
WASHINGTON,  Total employment (number of jobs),1.9,2.3,-0.3,-0.8,0.8,2.0,2.9,3.0,3.3,0.8,-3.5,-1.2,1.1,2.5,2.1,2.6,2.6,2.7,2.7,2.4,1.2,-3.4,3.2,5.2,(NA)
WEST VIRGINIA,  Real GDP (millions of chained 2017 dollars) 1,3.2,-0.5,0.4,1.4,1.0,1.5,2.7,1.5,0.7,2.3,-0.1,1.3,1.9,-0.1,1.1,0.2,0.2,-1.0,2.3,3.0,-0.8,-3.7,2.1,1.3,4.7
WEST VIRGINIA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.4,-0.8,2.7,0.3,-2.8,2.1,1.0,-0.7,3.1,2.3,2.9,5.6,0.0,-3.1,(NA)
WEST VIRGINIA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),3.2,-0.1,1.6,0.7,-0.4,1.2,1.6,2.8,0.8,1.3,1.5,-0.9,1.4,2.6,(NA)
WEST VIRGINIA,  Gross domestic product (GDP),4.2,1.6,3.5,3.5,3.5,5.6,7.9,6.3,4.0,5.9,1.7,3.3,4.8,1.3,2.1,1.8,-1.8,-0.6,5.5,6.1,0.1,-3.6,12.4,12.6,2.1
WEST VIRGINIA,  Personal income,2.6,5.7,6.2,3.5,1.6,3.6,4.9,6.7,3.9,7.0,0.9,3.5,5.8,2.2,-0.5,3.1,1.9,-0.5,4.0,4.9,3.4,5.2,8.5,1.3,4.9
WEST VIRGINIA,  Disposable personal income,2.6,5.7,6.1,5.3,2.3,3.9,4.0,6.5,3.4,6.4,2.8,3.5,4.6,2.9,-1.2,2.9,1.8,-0.2,4.2,5.5,3.1,6.1,7.6,0.2,6.6
WEST VIRGINIA,  Personal consumption expenditures,5.4,5.6,3.9,4.1,4.4,6.0,5.3,4.5,4.3,4.3,1.7,4.3,4.6,2.6,2.0,2.2,2.6,3.0,1.7,3.8,2.0,-1.2,10.0,7.1,(NA)
WEST VIRGINIA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.0,-1.2,2.6,0.2,-2.7,2.3,1.3,-0.1,3.9,2.9,3.5,6.1,0.3,-2.5,(NA)
WEST VIRGINIA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.8,-0.4,1.4,0.7,-0.3,1.4,2.0,3.4,1.5,2.0,2.1,-0.4,1.7,3.1,(NA)
WEST VIRGINIA,  Per capita personal income 6,2.8,6.0,6.5,3.3,1.2,3.3,4.7,6.3,3.6,6.6,0.5,3.1,5.7,2.2,-0.4,3.3,2.3,0.0,4.8,5.6,4.0,5.7,8.9,1.9,5.1
WEST VIRGINIA,  Per capita disposable personal income 7,2.8,6.0,6.4,5.1,1.9,3.7,3.8,6.1,3.0,6.1,2.4,3.1,4.5,2.8,-1.0,3.1,2.2,0.4,5.0,6.2,3.7,6.6,8.0,0.8,6.9
WEST VIRGINIA,  Per capita personal consumption expenditures (PCE) 8,5.6,5.9,4.2,3.9,4.0,5.7,5.0,4.0,4.0,3.9,1.3,4.0,4.4,2.6,2.1,2.4,3.0,3.6,2.4,4.5,2.5,-0.7,10.4,7.7,(NA)
WEST VIRGINIA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.1,2.6,0.5,0.0,1.0,-0.4,0.8,-0.8,-0.9,0.5,-1.0,-1.4,4.2,-1.9,(NA)
WEST VIRGINIA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.4,4.4,3.0,1.9,2.4,1.0,1.0,0.2,0.9,2.5,0.4,-0.3,8.5,4.4,(NA)
WEST VIRGINIA,  Total employment (number of jobs),0.0,0.8,-0.3,-0.2,-0.3,1.3,1.3,1.4,1.4,0.3,-2.1,0.0,1.1,1.1,-0.5,-0.3,-0.8,-1.6,-0.2,1.0,-1.8,-4.6,2.8,3.0,(NA)
WISCONSIN,  Real GDP (millions of chained 2017 dollars) 1,4.3,2.7,1.8,2.0,3.0,3.6,2.4,1.8,0.9,-1.3,-3.1,3.7,2.1,1.8,0.9,2.6,2.0,1.1,0.8,2.2,1.5,-3.2,3.6,0.4,0.2
WISCONSIN,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.0,0.3,4.2,1.7,-0.3,2.5,4.7,0.9,2.0,2.4,2.0,7.1,3.6,-3.3,(NA)
WISCONSIN,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.7,1.0,2.3,-0.6,1.6,2.2,2.9,2.0,2.2,1.4,0.9,-1.4,7.1,3.0,(NA)
WISCONSIN,  Gross domestic product (GDP),6.1,4.6,4.3,3.6,4.2,6.2,4.9,4.7,3.5,0.3,-0.1,4.0,3.6,4.1,2.7,4.4,4.1,2.3,2.1,4.1,3.7,-1.0,7.3,7.4,4.5
WISCONSIN,  Personal income,3.9,6.6,5.1,2.7,2.8,4.5,3.3,5.9,4.7,4.1,-1.4,2.8,5.6,4.2,0.5,3.8,4.3,1.8,4.1,5.0,4.0,6.1,8.6,2.0,4.4
WISCONSIN,  Disposable personal income,4.0,6.8,5.7,4.9,3.7,4.9,2.5,5.3,4.6,4.1,1.1,2.7,4.4,4.3,-0.5,4.1,3.6,1.5,4.8,5.5,3.5,7.2,7.6,0.6,6.8
WISCONSIN,  Personal consumption expenditures,6.8,7.3,4.5,4.1,5.7,6.0,5.4,5.1,3.8,3.1,-1.0,3.5,3.7,1.9,2.5,3.5,2.6,2.9,4.4,3.9,2.9,-2.2,12.2,8.6,(NA)
WISCONSIN,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.5,-0.1,3.8,1.3,-0.7,2.1,4.4,0.6,1.6,2.0,1.6,6.8,3.9,-3.5,(NA)
WISCONSIN,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.2,0.6,1.9,-1.0,1.2,1.8,2.7,1.6,1.8,1.0,0.6,-1.7,7.3,2.8,(NA)
WISCONSIN,  Per capita personal income 6,3.2,5.7,4.5,1.9,2.2,3.8,2.7,5.3,4.1,3.6,-1.9,2.4,5.2,3.8,0.1,3.4,4.0,1.4,3.7,4.6,3.6,5.8,8.9,1.8,4.0
WISCONSIN,  Per capita disposable personal income 7,3.3,6.0,5.1,4.2,3.0,4.2,1.9,4.7,4.0,3.5,0.6,2.3,4.0,4.0,-0.9,3.7,3.3,1.2,4.3,5.1,3.1,6.9,7.9,0.5,6.4
WISCONSIN,  Per capita personal consumption expenditures (PCE) 8,6.1,6.5,3.8,3.4,5.0,5.4,4.8,4.5,3.2,2.5,-1.5,3.1,3.3,1.5,2.0,3.1,2.3,2.6,3.9,3.5,2.5,-2.5,12.5,8.3,(NA)
WISCONSIN,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.0,0.7,-1.1,0.6,-0.5,-0.1,-0.6,-0.1,0.3,0.4,0.5,-1.9,0.6,-1.0,(NA)
WISCONSIN,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.7,2.5,1.4,2.5,0.8,1.3,-0.4,0.9,2.1,2.5,2.0,-0.8,4.8,5.4,(NA)
WISCONSIN,  Total employment (number of jobs),1.9,1.9,-0.3,-0.3,0.5,1.6,1.3,1.0,1.1,-0.3,-3.6,-0.5,1.4,0.7,1.1,1.3,1.1,0.9,0.6,1.1,-0.1,-3.7,2.9,3.6,(NA)
WYOMING,  Real GDP (millions of chained 2017 dollars) 1,4.3,2.9,6.5,2.0,3.1,3.3,5.5,12.9,7.8,5.4,-2.5,-3.6,-0.5,-2.2,0.9,2.3,2.0,-5.5,-0.6,0.9,1.5,-6.2,2.1,1.0,5.4
WYOMING,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-8.7,4.5,4.5,7.0,-2.9,4.9,0.6,-6.7,3.3,8.0,1.2,8.0,3.9,-2.7,(NA)
WYOMING,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.6,1.8,1.0,4.0,0.8,3.4,1.0,-0.1,0.3,6.4,-1.0,2.8,6.6,0.6,(NA)
WYOMING,  Gross domestic product (GDP),5.7,9.4,9.3,2.2,10.6,10.5,17.6,18.8,12.9,15.7,-15.0,3.5,5.5,-2.4,1.8,3.1,-4.8,-6.5,4.2,5.3,0.9,-8.2,15.0,16.4,2.2
